20230324	15:06:54	 883ff87f-e3e8-478c-a006-f6d212f69a02	 /new-page	GET
20230324	15:06:54	 ac6230c6-9808-49bf-8971-18b5290d1efd	 /css/style.css	GET
20230324	15:06:54	 5299457a-14b9-404d-9e28-0cabede5749e	 /img/img_01.jpg	GET
20230324	15:07:54	 7633d552-3f05-446b-89b8-68e62acee729	 /new-page	GET
20230324	15:07:54	 6701a5e6-aae2-4718-b8c0-6cebb613b0a8	 /css/style.css	GET
20230324	15:07:54	 17db3998-e35f-4c5c-b505-1c58f12a8575	 /img/img_01.jpg	GET
20230324	15:20:42	 3118ba4b-09ae-4a1b-ae48-be270142e215	 /new-page	GET
20230324	15:20:42	 7c4847e7-3dfe-4e51-82e0-b76fd0c494bf	 /css/style.css	GET
20230324	15:20:42	 ac2d1c74-d467-480a-a94d-dca3b9e6d676	 /img/img_01.jpg	GET
20230327	09:55:14	 0d01b13d-6e9a-4401-877e-5137036b33e1	 GET	undefined	/dave
20230327	09:57:30	 04c815e1-caa5-43bb-869e-dce1ee7c4347	 GET	undefined	/dave
20230327	09:57:30	 d37dce29-be08-4bba-9197-ad76307c4395	 GET	undefined	/css/style.css
20230327	09:59:48	 624a8073-a54c-46aa-a6e5-28dedb8ef59f	 GET	undefined	/subdir/dave
20230327	09:59:48	 c7d98b42-716d-4dab-b949-f382bc012538	 GET	undefined	/subdir/css/style.css
20230327	10:11:32	 3899a808-40f3-4ddc-a064-79c3b25b7e86	 GET	undefined	/index
20230327	10:11:32	 25e8d70f-6e3e-4c8c-b7e2-48aa8ea14b7b	 GET	undefined	/css/style.css
20230327	10:11:42	 357daa6a-15d7-4039-8f45-41ef9bf58882	 GET	undefined	/new-page
20230327	10:11:42	 ce2ae3cd-bfdf-4d9f-8261-6dae3bf7413d	 GET	undefined	/css/style.css
20230327	10:11:42	 bd706a53-5e8a-4d3d-962f-6d1fdb7dd6a5	 GET	undefined	/img/img_01.jpg
20230327	10:36:24	 202e2fb0-1c4c-4741-8e7f-bac492c3c9c2	 GET	undefined	/employees
20230327	10:38:12	 99defce5-30d1-4cce-b60e-73d0fa09127f	 GET	undefined	/employees
20230327	10:41:02	 8029cd45-7f3b-470c-9187-22bc875c7236	 POST	undefined	/employees
20230327	10:41:56	 51d01947-63ff-40c1-b7c0-136b91a58970	 POST	undefined	/employees
20230327	10:42:50	 80f2f2bd-18bf-46a9-bac7-37a15028938a	 GET	undefined	/employees
20230327	10:43:02	 76b06a09-cab7-4e7a-b988-3fa2755f2d45	 POST	undefined	/employees
20230327	10:43:14	 fc1d770f-7ac3-4d6c-aa04-42b486f8c492	 POST	undefined	/employees
20230327	10:52:04	 d64e5e6b-6925-4a00-9a7d-1538e5302810	 PUT	undefined	/employees
20230327	10:54:09	 b7af32d8-063d-4d9a-80b2-1f146d1991c0	 DELETE	undefined	/employees
20230327	10:55:31	 23d0a10f-ad88-4912-aee9-f875b245f691	 GET	undefined	/employees/1
20230327	10:58:01	 1802a169-de7b-4d0d-83b3-4902625a570f	 GET	undefined	/employees
20230327	17:48:16	 651a9467-327f-41fc-a4f9-7e14327a7f1e	 GET	undefined	/employees
20230327	17:50:29	 bb924c54-015e-4426-8179-3b3bdb57d93d	 GET	undefined	/employees
20230327	17:50:51	 fd51e439-564f-4bd2-a965-2ea1b89c5a0c	 GET	undefined	/employees
20230327	17:50:57	 ab31a7eb-9a21-4edd-a553-c9d849d7a914	 GET	undefined	/employees
20230327	17:51:42	 2ce1109e-1d4a-404e-a136-90a9c16ee123	 POST	undefined	/employees
20230327	17:53:24	 37f7c0bc-85df-4cb0-8759-4c332f7c3eb4	 POST	undefined	/employees
20230327	17:54:21	 7f2f7e46-5f61-4266-b7a0-665ecc5ea473	 PUT	undefined	/employees
20230327	17:54:39	 4f953953-da0c-40c5-84c8-152a4a9a2497	 GET	undefined	/employees
20230327	17:54:51	 22e0fbe9-ee15-4fb3-bafc-c087ac689b4f	 DELETE	undefined	/employees
20230327	17:55:00	 ff56d2b7-d4e6-4d16-9aa2-4ccbaee7388d	 GET	undefined	/employees/1
20230327	17:55:34	 ec525f50-3d1b-4d59-bc42-925195671c50	 GET	undefined	/employees
20230327	17:56:15	 32d091bc-444f-4724-998e-c24efd1de492	 GET	undefined	/employees/1
20230327	17:56:56	 11272c40-3d9b-41a1-bf5d-9c46f052f4d0	 GET	undefined	/employees
20230327	17:57:21	 5f939b88-3344-405c-a7b7-b2a88a7c8aa1	 POST	undefined	/employees
20230327	17:57:45	 52a9c75a-4088-4e40-8cd3-227e23d01850	 PUT	undefined	/employees
20230327	17:57:53	 18c1c97c-ec83-47a8-b78d-85d41c9e681e	 DELETE	undefined	/employees
20230327	17:57:58	 f2e0d022-bf18-4089-9211-92d93a347f38	 GET	undefined	/employees/1
20230328	12:06:53	 4b0e46c1-bdad-4b81-8e1d-58fa4cf257fa	 PUT	undefined	/register
20230328	12:07:37	 a5a58bed-682a-4831-a393-c4840db39ab3	 PUT	undefined	/register
20230328	12:10:19	 421d2f8f-e81b-48b8-bca0-f805c66dd2b9	 POST	undefined	/register
20230328	12:11:44	 317e8c7c-0ae8-4a8c-aa46-d278cc0b9934	 POST	undefined	/register
20230328	12:33:21	 bc0bcd4c-ac2f-4b78-8e2e-529b3924088b	 GET	undefined	/auth
20230328	12:33:27	 c982a813-839f-43d8-8367-adb29919d5e0	 POST	undefined	/auth
20230328	12:34:09	 b16ce53c-cbf4-4ec6-8f05-639f56ddd227	 POST	undefined	/auth
20230328	12:34:15	 b4f51d31-a8ff-4404-8e5a-1e4e8e45722a	 POST	undefined	/auth
20230328	15:47:51	 82eefc3f-1799-4b3d-ba6c-c4d5c19936f5	 POST	undefined	/auth
20230328	15:50:11	 c7664b33-d984-483e-bca1-336aa31bacd5	 POST	undefined	/auth
20230328	15:52:45	 063a85d3-159e-4414-b048-4972bea386ad	 POST	undefined	/auth
20230328	15:53:21	 57d932c7-5bdb-4f2e-8057-cf7e6e0eeb83	 GET	undefined	/employees
20230328	15:53:25	 2ef4cee3-f455-4a25-8280-e5fbc20d64ce	 POST	undefined	/auth
20230328	15:53:31	 77e9c5ca-14be-48fc-81a5-9a203748971e	 GET	undefined	/employees
20230328	15:53:58	 5bb3d518-f052-482e-8d2d-bf440552a37f	 POST	undefined	/auth
20230328	15:54:09	 b3cb7626-1f21-413b-afb0-0a2d113bb20e	 GET	undefined	/employees
20230328	15:54:19	 53720d47-ac88-4978-83af-a3455951be02	 GET	undefined	/employees
20230328	15:54:29	 223acb88-8572-435e-b377-9516a80632cb	 GET	undefined	/employees
20230328	15:57:57	 1a680f19-a061-481f-b4ae-6cd1e9f0ce6d	 POST	undefined	/auth
20230328	15:58:12	 09816ccc-526e-41aa-acee-9114f8b4f701	 GET	undefined	/employees
20230328	15:58:19	 d89c0bf9-46c8-4545-963c-42dd5635887d	 POST	undefined	/employees
20230328	16:37:17	 5bc757bc-1cd3-4b84-8dd4-25e066d010f3	 POST	undefined	/auth
20230328	16:38:45	 87619f69-3826-4083-b728-e2a396a0c59e	 GET	undefined	/refresh
20230328	16:40:40	 b0ddae34-44e1-4172-a8b9-909c8ad9ed99	 POST	undefined	/auth
20230328	16:40:48	 9b1461c6-8a6a-480e-a212-164ef167de7c	 GET	undefined	/refresh
20230328	16:41:00	 57e5fb7b-1b76-467e-bff4-3c1520d84066	 GET	undefined	/refresh
20230328	16:41:10	 9ad603a0-f22e-48c2-b8e3-3ece4969954c	 POST	undefined	/auth
20230328	16:41:13	 da44decb-91b9-45fd-8a0e-f292ab469d4d	 GET	undefined	/refresh
20230328	16:44:34	 eb3bd95a-6689-4057-968d-141a5a18d933	 POST	undefined	/auth
20230328	16:44:43	 17963ea6-51a3-4966-ac8c-f24c82ba4ffb	 POST	undefined	/auth
20230328	16:44:47	 6b543fe7-77c8-4479-9b4c-bffe5b48a91a	 GET	undefined	/refresh
20230328	17:35:13	 5c3e2b9d-e985-41ee-af56-0712d4ca19f7	 POST	undefined	/auth
20230328	17:35:45	 2de87458-a1cc-4a9c-86da-5a986d4b3ff5	 GET	undefined	/logout
20230328	17:36:18	 5f4bbd86-74d4-4fe8-a56f-9f501583e4ca	 GET	undefined	/refresh
20230328	17:37:59	 e2a28ee8-63b2-4d54-8ad6-54bc13de29ef	 GET	undefined	/refresh
20230328	17:38:11	 96905197-6e18-4091-8f9f-0be8a0936bc0	 POST	undefined	/auth
20230330	13:39:31	 2ee54523-a4e2-46a3-9c5a-aa8d6e8e7666	 GET	undefined	/employees
20230330	13:43:57	 0b125bb0-5e8a-414c-aca0-781339e8aaa1	 POST	undefined	/auth
20230330	13:45:56	 0ee5ebf7-f7f8-4af5-ab99-178cd821b7ad	 POST	undefined	/auth
20230330	14:01:39	 e5b221cd-c10b-49f4-b192-f37b14355aad	 GET	undefined	/refresh
20230330	14:01:43	 38231e35-bcfa-40f3-856e-1437cdd802a5	 POST	undefined	/auth
20230330	14:01:54	 f1cbccd0-9aac-49d9-9ebb-0e0ec2f7d076	 GET	undefined	/refresh
20230330	14:04:34	 00589af9-9f7c-467d-932d-1ae652af242a	 GET	undefined	/refresh
20230330	14:04:44	 9f9660f0-04a8-4f52-95f7-b59249f83959	 POST	undefined	/auth
20230330	14:05:04	 f05e2205-0077-418b-a085-8e23c135f31d	 GET	undefined	/refresh
20230330	14:08:15	 29047524-84e3-4723-9785-d578a1497fbf	 GET	undefined	/refresh
20230330	14:08:31	 25ff8371-c452-4022-904a-ae15eb2b0a9c	 GET	undefined	/refresh
20230330	14:10:12	 92a13ba4-1488-4907-88cb-cd608b79697b	 GET	undefined	/refresh
20230330	14:10:28	 a949aa1d-07f6-44db-b573-c58ba8bd2af4	 GET	undefined	/refresh
20230404	15:06:10	 bcbebfb0-5556-4247-b342-f820b572da8a	 POST	undefined	/auth
20230404	15:06:42	 4889db80-3ade-464f-9eb5-e89dc60e8d80	 GET	undefined	/employees
20230404	15:07:21	 fcad805c-7c65-41fa-b6b6-347b132ce257	 POST	undefined	/auth
20230404	15:07:36	 8b22adfe-2885-4c92-93ff-8274a2dd1ec2	 GET	undefined	/employees
20230404	15:08:41	 2279e3d0-81bd-402b-a376-aee932e9b790	 POST	undefined	/auth
20230404	15:09:01	 7826dbf0-22cc-4660-9fb4-b0d989b11a53	 GET	undefined	/employees
20230404	15:11:48	 cd77e93e-fe5a-426d-8287-75a17838df38	 POST	undefined	/auth
20230404	15:12:08	 c88e9b92-e0c9-4070-a634-16daf9b293ea	 POST	undefined	/employees
20230404	15:12:59	 ae71091c-6926-43fc-a56c-d5726a467751	 GET	undefined	/refresh
20230404	15:13:15	 fd39f7d6-1210-490f-a293-b99c210c9c7b	 POST	undefined	/auth
20230404	15:13:33	 b44e6ad0-0f21-4cc0-a011-5989d324ec0e	 PUT	undefined	/employees
20230404	15:14:18	 a47840e8-cb51-41d5-8321-07459d18d729	 PUT	undefined	/employees
20230404	15:14:23	 effd0cf3-5b61-4be3-8c84-6cb234ea8ea4	 GET	undefined	/refresh
20230404	15:14:36	 cf50cdbb-dca1-4dbe-8065-ac679771d97d	 GET	undefined	/refresh
20230404	15:14:42	 fb2e2cab-2f13-46b6-9010-203b0e722e02	 GET	undefined	/refresh
20230404	15:14:49	 899f48ca-0428-469a-a98e-b0bd8574607d	 GET	undefined	/refresh
20230404	15:15:32	 21e5e1f2-d835-46f2-97c5-a36c3e8975a7	 POST	undefined	/auth
20230404	15:15:45	 cdd1d319-6841-4779-a415-9695f06adefe	 PUT	undefined	/employees
20230404	15:16:02	 cc318b97-d9a4-460a-82be-6142e7dd35f1	 POST	undefined	/employees
20230404	15:16:08	 40a7356b-5405-45bb-ab34-61ec66806ec3	 POST	undefined	/employees
20230404	15:16:39	 52d0d7d1-4613-4358-9202-a0cf9891d0d5	 POST	undefined	/auth
20230404	15:16:45	 0589c8d9-0c46-4dac-8de0-8cfa88e7ffbf	 POST	undefined	/auth
20230404	15:17:43	 a34b0d6b-87f7-4ca4-a69d-2428fb3303e8	 POST	undefined	/auth
20230404	15:17:55	 0f979366-5648-48a3-821f-a775f7e667ba	 DELETE	undefined	/employees
20230404	15:18:24	 ce221293-8557-4fdd-a219-836bbb7f8068	 GET	undefined	/employees
20230404	15:18:55	 ca25728d-ddd9-4d45-8156-26d23403a2d1	 POST	undefined	/auth
20230404	15:19:05	 3549aaa2-941b-4316-b2b7-c03bb1ab7035	 GET	undefined	/employees
20230404	15:19:13	 87afc41d-78c7-48e1-a2d4-0569aa0c63db	 POST	undefined	/employees
20230404	15:19:20	 f610bfd7-3200-4571-bac1-9b520c024ca9	 PUT	undefined	/employees
20230404	15:19:26	 5e196da9-05d9-4796-a81e-f3ec4acd4d7b	 DELETE	undefined	/employees
20230406	10:58:50	 35bb45fe-a1ca-47fc-9f99-4c72db90e98d	 POST	undefined	/register
20230406	11:01:51	 71b27ec6-a93d-4a23-831c-22bacd1e6387	 POST	undefined	/register
20230406	12:57:24	 aa8f6352-3ed6-4332-b791-761f79076062	 POST	undefined	/auth
20230406	12:57:50	 33c4e2ac-4a5b-4ec4-8ac4-a7a033c70f20	 GET	undefined	/refresh
20230406	12:57:57	 cdc76414-bd99-4870-88ab-27ba23fe6f48	 GET	undefined	/refresh
20230406	12:57:59	 fe612b9c-2e75-4514-8dd2-1e4d6ab1f0b8	 GET	undefined	/refresh
20230406	12:59:26	 c08b9842-010b-4835-b70f-d1acb7c2d7f7	 POST	undefined	/auth
20230406	12:59:44	 919ebd34-7c72-4daa-9276-fc4fd85f73eb	 GET	undefined	/refresh
20230406	13:00:13	 75364f13-facd-44f6-a781-82cbd7d9d550	 GET	undefined	/refresh
20230406	13:00:14	 5b60ffb7-8010-49b9-8b8c-0a27caaed389	 GET	undefined	/refresh
20230406	13:00:16	 c9d05034-7952-44be-be0c-3434a0ee1b83	 GET	undefined	/refresh
20230406	13:00:51	 b7600c55-84fe-4ae8-a4d0-0934b6c1f6a3	 GET	undefined	/refresh
20230406	13:01:14	 8cc686e8-8c33-424a-8cb1-e462e34353ba	 POST	undefined	/auth
20230406	13:01:20	 c977d029-7bec-4152-a650-cce83cc014de	 GET	undefined	/refresh
20230406	13:02:11	 7790c790-69ae-4d18-8404-04fb4db27674	 GET	undefined	/refresh
20230406	13:02:12	 15f4dfc1-07f9-433b-9b07-fa0347d8f256	 GET	undefined	/refresh
20230406	13:04:28	 aab5e65b-720c-4714-bb5e-0a170f45a91d	 POST	undefined	/auth
20230406	13:04:33	 9e19f369-0780-47ae-b850-5cf37d2bbcbb	 GET	undefined	/refresh
20230406	13:05:41	 5b446cb2-9396-45aa-af4f-c198fa565201	 POST	undefined	/auth
20230406	13:05:47	 a33bb422-1f5d-4b78-8846-4f951bb94e2f	 POST	undefined	/auth
20230406	13:05:51	 7aae9174-0e25-41d3-824e-7f280a5a81e4	 GET	undefined	/refresh
20230406	13:08:22	 1b3db3fc-0696-4c45-bdbf-183c768064e1	 GET	undefined	/refresh
20230406	13:08:41	 65baa1cc-4cac-4ddd-87e7-9b598444ad01	 POST	undefined	/auth
20230406	13:08:53	 3f9f1d8a-9913-48f1-83ec-1f0f73c660b8	 GET	undefined	/refresh
20230406	13:49:42	 2a6d0747-1f1c-4a9b-b5ee-62275de455a5	 GET	undefined	/refresh
20230406	13:49:49	 152f8bb5-fd34-4da1-9a90-3c61866fea87	 POST	undefined	/auth
20230406	13:49:55	 c1f196c3-602e-4819-8cfd-29f1742c1b93	 GET	undefined	/refresh
20230406	13:51:29	 67a19d03-ed97-4e61-8cf0-85a872bdadcf	 POST	undefined	/auth
20230406	13:51:33	 fddde96c-c7ea-4cd6-bf85-62f266e475b6	 GET	undefined	/refresh
20230406	13:57:01	 0fe246ce-492e-4023-a939-f3813c612dcd	 POST	undefined	/auth
20230406	13:57:04	 f5500443-0181-4233-865f-aff88bc10da2	 GET	undefined	/refresh
20230406	13:57:16	 f1416032-afa1-4318-b60a-73845a35b590	 GET	undefined	/refresh
20230406	13:57:34	 ddc10eaa-97a3-4f70-8a19-37e74f45ab22	 GET	undefined	/refresh
20230406	13:57:35	 b75cfc14-85fd-45ff-a07a-9061b9f7d677	 GET	undefined	/refresh
20230406	13:57:36	 a27e8802-33f1-495d-a5b5-3488a1c11968	 GET	undefined	/refresh
20230406	13:57:37	 943d55d1-a2d8-44cf-aa45-b24f7a798556	 GET	undefined	/refresh
20230406	13:57:38	 5d3f2f02-495c-4516-814c-1aa1505d58b5	 GET	undefined	/refresh
20230406	13:57:38	 a7e87df1-061d-44d2-a8e7-f5a119448ba7	 GET	undefined	/refresh
20230406	13:57:38	 5ba5145c-9791-4faf-b729-fab9f53985a6	 GET	undefined	/refresh
20230406	13:57:38	 a9cc37ab-1224-4b39-8e1f-fea43bdbacb0	 GET	undefined	/refresh
20230406	13:57:58	 e7c87f85-5dbe-413c-842a-011ceb5271a1	 GET	undefined	/refresh
20230406	13:58:20	 901992e4-d58e-41ed-89dd-9349a0dc7851	 POST	undefined	/auth
20230406	13:58:22	 f3259453-f8b9-479a-96e9-1a6d67002dda	 GET	undefined	/refresh
20230406	14:00:23	 d88d2938-8d50-4e65-8655-f8ff45ad4ded	 POST	undefined	/auth
20230406	14:00:26	 3bf328ad-e8da-47e4-8aa6-06c7c779b622	 GET	undefined	/refresh
20230406	14:02:39	 d311a74e-7661-493d-b03e-4f1b9409fff4	 POST	undefined	/auth
20230406	14:02:46	 936c7a96-78a6-4db8-bb2c-df4f7439296f	 GET	undefined	/refresh
20230406	14:08:25	 f85cdaf6-01a4-4fa2-860a-3a24f2fedc68	 POST	undefined	/auth
20230406	14:08:29	 c70514d9-58a3-448d-a22c-d7d3a3fc2f80	 GET	undefined	/refresh
20230406	14:09:20	 c4c07132-6c05-4b0c-927d-7aeb684b66b7	 GET	undefined	/refresh
20230406	14:11:01	 1851a4b8-d7f9-4697-b14f-d9455cdec689	 POST	undefined	/auth
20230406	14:11:06	 e3b68077-df85-4848-b653-15879ba89d51	 GET	undefined	/refresh
20230406	14:15:05	 3196f163-7f36-415e-95c0-e78c71c825bb	 POST	undefined	/auth
20230406	14:15:09	 deb008c7-dbc9-4998-8063-9d751596f98a	 GET	undefined	/refresh
20230406	14:16:14	 faf1767d-7522-4a5f-9f33-c9e7d30edf98	 POST	undefined	/auth
20230406	14:16:18	 6bbff70e-2b99-465b-8636-f74bd603f10c	 GET	undefined	/refresh
20230406	14:16:56	 486c458c-5f64-4a97-acc4-1c522a22176c	 POST	undefined	/auth
20230406	14:17:02	 f2bb4ab7-08bc-48db-bd05-f517b491967c	 GET	undefined	/refresh
20230406	14:18:27	 84a454b9-460e-4615-a0eb-23ba4668b29f	 POST	undefined	/auth
20230406	14:18:30	 3d69ee1f-ec11-4c57-8514-c8b3112f8796	 GET	undefined	/refresh
20230406	14:20:19	 98bcde60-698d-4403-8099-7004332ff394	 POST	undefined	/auth
20230406	14:20:23	 f85ad352-334c-4506-a8bc-349693b6b131	 GET	undefined	/refresh
20230406	14:22:17	 89f3b39c-b1a5-4ce7-89a8-1a2b70994476	 POST	undefined	/auth
20230406	14:22:21	 cb5a0000-6e97-4f0d-a529-4b95493070a9	 GET	undefined	/refresh
20230406	14:24:12	 dee12640-7096-4d95-863f-335933951fec	 POST	undefined	/auth
20230406	14:24:17	 5e5bbcc9-bb1b-4df1-a2a5-744d99e4d560	 GET	undefined	/refresh
20230406	14:26:24	 930b481f-e92e-42ba-964d-e8487bd1e260	 POST	undefined	/auth
20230406	14:26:44	 f783a9be-6403-4ca3-ad8e-8b53d79a19c0	 GET	undefined	/logout
20230406	14:27:57	 21a49238-2a53-4383-b081-1c49213513db	 GET	undefined	/logout
20230406	14:28:06	 7607aa32-564e-45a5-83c8-118e63cf2060	 POST	undefined	/auth
20230406	14:28:13	 5447c912-b942-46b0-9d98-27f20015707c	 GET	undefined	/logout
20230406	15:30:01	 0c7de149-9a3a-43e5-be08-6e5589924e74	 POST	undefined	/auth
20230406	15:30:22	 fcb6fd7d-6740-4f68-8eb6-9a372e4a818c	 GET	undefined	/employees
20230406	15:36:11	 fcd2132f-351d-4db6-bcfd-e844d43e7298	 POST	undefined	/auth
20230406	15:36:25	 40662780-0f5f-49fd-9f39-b92834b37ccd	 POST	undefined	/employees
20230406	15:37:52	 c500b988-b080-4ca5-a7c9-5e92b99ca307	 GET	undefined	/employees
20230406	15:38:19	 83417724-18ea-4d0e-9f81-3f43fa82c30f	 POST	undefined	/auth
20230406	15:38:31	 a4e5a9a2-de44-4bad-86fa-42d036d5de49	 GET	undefined	/employees
20230406	15:38:47	 1f38aa83-d239-4271-80ee-875e8fbc6991	 GET	undefined	/refresh
20230406	15:39:08	 70d1b0f7-b418-45c3-939c-75530987e102	 POST	undefined	/employees
20230406	15:40:37	 c4727e25-cd6b-4688-8842-a678f8a71ebc	 GET	undefined	/refresh
20230406	15:40:50	 cde1093e-57f6-41e6-81e0-c067d22a55be	 POST	undefined	/employees
20230406	15:41:10	 6f28d29e-4524-433d-b26b-eba27a748156	 POST	undefined	/employees
20230406	15:41:22	 1ece60e8-e898-4fc7-936a-498dbcfdbf50	 GET	undefined	/refresh
20230406	15:41:33	 b6565c06-4204-44a3-b68e-27b8a2122d91	 GET	undefined	/employees
20230406	15:42:27	 16a6ad33-9719-484b-be56-75e22d2c6dea	 PUT	undefined	/employees
20230406	15:42:36	 4cc43376-ef66-4fed-b2c3-c3f217daa255	 GET	undefined	/refresh
20230406	15:42:49	 f1190c80-d7bf-4afd-b4a3-0cb00666d372	 PUT	undefined	/employees
20230406	15:42:57	 892e27e4-c8ca-4ec3-b1b1-867a22b63fe8	 PUT	undefined	/employees
20230406	15:43:40	 d8017b17-9544-48cf-a580-ead43c209f01	 GET	undefined	/refresh
20230406	15:43:56	 7996431d-95ec-48b0-b920-8d165516ed1a	 POST	undefined	/employees
20230406	15:44:05	 419d302f-bae8-41d2-95b7-5b2fa2114b87	 GET	undefined	/employees
20230406	15:44:34	 cb7de212-64f5-4cd2-ac64-939a5b7f62be	 DELETE	undefined	/employees
20230406	15:44:43	 da688d5e-b2e1-4fd7-ac17-20acfeb0efd0	 GET	undefined	/refresh
20230406	15:44:58	 a4c2fc41-4005-4e17-b245-29a8a518731b	 DELETE	undefined	/employees
20230406	15:45:10	 e916be5d-1928-44bf-9342-a4258f722639	 GET	undefined	/employees
20230406	15:45:49	 b66e386b-7174-47df-80e7-ff7f353c2205	 GET	undefined	/refresh
20230406	15:46:18	 c0e15436-aa0d-44fb-9efe-3476cac75b02	 GET	undefined	/refresh
20230406	15:46:32	 5f317f09-d682-48a0-b679-f8007cfda896	 GET	undefined	/employees/642e9abf392b1f6ca44e1dc5
